Age,Flight Distance,Gender,Customer Type,Type of Travel,Class
57,1223,1,1,0,Eco
48,2183,1,1,1,Eco Plus
21,1468,1,1,0,Eco
33,1856,1,0,1,Business
62,594,1,1,0,Eco
62,506,0,1,0,Business
58,2457,0,1,0,Eco
8,2395,0,1,0,Eco
37,1259,0,1,1,Eco Plus
21,1499,0,0,1,Business
34,2571,1,1,0,Eco
28,4264,0,1,1,Business
23,1365,0,0,1,Eco
50,1702,0,1,1,Business
48,1970,1,0,1,Eco
17,2203,0,1,0,Eco
38,2596,0,1,1,Eco Plus
27,1638,0,1,0,Eco
24,2656,1,0,1,Business
28,2189,0,1,0,Eco
39,1250,0,1,1,Eco
52,3142,0,1,1,Business
21,4929,1,1,1,Business
37,1342,1,0,1,Eco
59,1810,0,1,1,Eco
53,1795,0,1,1,Business
22,2800,0,0,1,Business
53,386,1,1,1,Business
55,1634,0,1,0,Eco
48,2163,1,1,1,Business
38,2082,1,1,1,Eco
22,2692,1,0,1,Eco
66,2237,0,1,0,Eco
53,2605,1,1,1,Business
43,2660,1,0,1,Eco
58,1965,0,1,1,Business
18,1437,1,1,0,Eco
48,2538,0,1,1,Business
16,2935,1,1,1,Business
14,2557,1,1,0,Eco
47,2910,0,1,1,Business
25,4938,0,1,1,Business
42,1483,0,1,1,Eco Plus
52,545,1,1,0,Eco
44,2381,1,0,1,Eco
33,1907,1,0,1,Eco Plus
46,3386,0,0,1,Business
21,2102,1,0,1,Eco
39,3985,1,1,1,Business
40,1737,0,0,1,Eco
56,350,1,1,1,Business
30,2797,0,1,1,Business
45,1955,1,1,1,Business
57,1541,1,1,1,Business
55,1522,0,1,0,Eco
64,1684,0,1,0,Eco
69,1595,0,1,1,Eco Plus
45,1475,0,1,0,Eco
11,2013,1,1,0,Eco Plus
63,2182,0,1,1,Eco
58,516,1,1,1,Eco Plus
47,3739,1,1,1,Business
26,1745,0,1,0,Eco
65,570,1,1,0,Eco
14,1932,0,1,0,Eco
43,2253,0,1,1,Business
63,343,1,1,1,Eco Plus
45,1708,1,1,1,Business
48,2200,0,1,0,Eco
57,3353,0,1,1,Business
17,1666,0,1,1,Eco
36,2021,1,1,1,Eco Plus
52,1456,0,1,0,Eco Plus
43,1577,0,1,1,Business
37,1171,1,0,1,Business
48,847,1,1,1,Business
39,974,1,1,1,Business
24,3423,0,1,1,Business
39,887,1,1,1,Business
38,3001,0,1,1,Eco
44,1826,0,1,1,Eco
69,1975,0,1,1,Eco
25,5293,0,1,1,Business
44,550,1,1,0,Eco
38,2873,1,1,1,Eco
30,2500,0,0,1,Eco
27,2347,0,1,0,Eco
55,3273,0,1,1,Business
59,2535,1,1,1,Eco
45,3421,1,1,1,Business
9,2751,0,1,0,Eco
48,2566,0,0,1,Business
17,1787,0,1,0,Eco
29,1895,1,0,1,Eco
36,2040,1,1,1,Eco
10,2715,0,1,0,Eco
34,1508,1,0,1,Business
56,2716,1,1,1,Business
45,1724,0,1,1,Business
60,358,0,1,1,Business
12,1907,0,1,0,Eco
65,1538,0,1,0,Eco
50,484,1,1,1,Eco
49,976,1,1,1,Business
18,2501,1,1,1,Eco
50,1752,1,1,1,Business
43,2680,0,1,1,Business
56,113,1,1,0,Eco
44,966,1,1,0,Eco
54,2715,0,1,0,Eco
63,1246,0,1,1,Eco Plus
80,276,1,0,1,Business
44,1259,1,1,1,Business
49,2691,0,0,1,Eco
35,1820,1,1,1,Business
51,84,1,1,0,Eco
27,3104,1,1,1,Business
71,2834,0,1,1,Eco
50,1836,1,1,1,Business
9,2185,0,1,1,Eco
43,50,0,1,1,Business
44,2979,0,1,1,Business
27,1971,1,1,0,Eco
41,2151,1,1,1,Eco
35,1471,1,1,1,Business
52,1630,0,1,1,Eco
35,2066,1,1,1,Business
61,800,1,1,0,Eco
44,1701,0,1,1,Eco
43,1708,0,1,1,Business
62,2372,1,1,0,Eco
48,266,1,1,0,Eco
64,2146,0,1,1,Eco
12,1295,1,1,0,Eco
55,3485,1,1,1,Business
53,2982,0,1,1,Eco Plus
40,2220,1,1,1,Business
28,2113,1,1,0,Eco
23,1759,1,1,1,Business
37,316,0,1,1,Business
42,290,1,1,1,Business
28,3946,0,1,1,Eco Plus
65,677,1,1,0,Business
37,1290,1,1,0,Business
34,1893,1,1,0,Eco
22,1721,1,0,1,Eco
22,2342,0,0,1,Eco
51,632,0,1,1,Business
21,1615,1,1,0,Eco
25,1794,0,0,1,Eco
9,2064,0,0,1,Eco
26,2083,1,0,1,Eco
58,698,0,1,0,Business
7,1151,1,1,0,Eco
47,835,0,1,1,Business
23,2270,1,0,1,Eco
58,991,0,1,1,Business
33,1856,0,0,1,Eco
42,2532,0,1,1,Business
52,468,0,1,1,Business
40,3726,1,1,1,Business
50,2196,1,1,1,Business
67,498,1,1,0,Eco
14,1126,0,1,0,Business
52,2400,1,1,0,Eco
58,3460,0,1,1,Business
36,1464,0,1,1,Eco Plus
33,344,1,1,1,Business
23,2789,1,0,1,Eco
42,1955,0,1,0,Eco
52,1018,0,1,1,Business
19,3455,1,0,1,Business
19,1619,0,1,0,Eco
37,2305,0,1,1,Business
44,2671,1,0,1,Eco
38,867,0,1,1,Business
57,1044,0,1,0,Eco
19,2153,1,1,0,Eco
41,2196,1,1,1,Business
68,2094,0,1,0,Eco
40,1748,1,1,1,Business
27,2451,1,0,1,Business
20,2019,1,0,1,Eco
30,4006,0,1,1,Business
16,1548,1,1,0,Eco
56,1985,1,1,1,Business
36,1969,1,1,1,Eco
47,475,1,1,0,Eco
30,1840,1,1,1,Business
42,1728,1,1,1,Business
42,2597,0,1,1,Business
22,2266,0,0,1,Eco
37,1105,1,0,1,Business
29,1400,1,0,1,Eco
59,564,1,1,1,Business
40,1835,0,1,1,Eco
47,1934,0,1,0,Eco
63,289,1,1,0,Eco
59,3647,0,1,0,Eco
55,1855,0,1,0,Eco
68,1090,1,1,0,Eco
63,2854,1,1,1,Business
61,2130,1,1,1,Business
38,1910,0,1,1,Business
25,2940,1,1,1,Business
62,1989,0,1,0,Eco
14,1541,1,1,0,Eco
30,2606,1,1,0,Eco
59,1815,1,1,1,Business
21,1509,1,0,1,Eco
51,797,1,1,1,Business
26,3352,0,1,1,Business
48,538,1,1,0,Eco
50,1249,0,1,0,Eco
18,1504,0,0,1,Eco
56,70,1,1,1,Eco
22,2028,1,1,0,Eco
21,3620,0,1,0,Eco
41,964,0,1,0,Eco
47,3448,0,1,0,Eco
61,5564,1,1,1,Business
31,2872,0,0,1,Eco
45,630,1,1,1,Business
33,1617,1,1,1,Eco
55,1845,0,1,0,Eco
32,1553,1,1,0,Eco
25,2402,1,0,1,Eco
52,2192,1,1,0,Eco
32,2139,1,0,1,Business
26,2950,0,0,1,Business
31,1731,1,1,0,Eco
39,2797,1,1,1,Business
20,937,0,0,1,Eco
14,2183,0,1,0,Eco
37,1240,0,0,1,Eco
22,1591,1,0,1,Business
16,1290,1,1,0,Eco Plus
40,2334,1,1,1,Business
51,1880,0,1,0,Eco
58,1549,0,1,1,Business
36,1321,1,0,1,Eco
56,786,1,1,1,Business
24,1609,1,0,1,Eco
23,2918,0,0,1,Business
57,236,1,1,1,Eco Plus
57,1795,1,1,1,Business
46,1199,0,1,1,Business
36,1578,1,1,0,Eco Plus
51,3352,1,1,1,Business
52,3033,0,1,1,Business
17,1892,0,1,0,Eco
42,2088,1,1,1,Business
26,2610,1,0,1,Business
39,433,0,1,1,Business
24,1926,1,1,0,Eco
26,1533,1,0,1,Eco Plus
67,1958,0,1,0,Eco
56,668,0,1,1,Business
67,616,1,1,1,Eco
70,433,1,1,0,Eco Plus
17,1962,1,1,0,Eco
38,1872,0,0,1,Eco
44,3409,0,1,0,Eco
34,3637,0,1,1,Business
24,1814,1,1,0,Eco Plus
49,3057,1,1,1,Business
47,858,1,1,0,Eco
15,4268,1,1,1,Business
29,2741,0,1,1,Business
37,1595,1,1,1,Eco Plus
52,1261,0,1,1,Business
31,3171,1,1,0,Eco
50,3292,0,1,1,Business
29,1782,1,0,1,Eco
36,2262,1,1,0,Eco
39,2075,1,1,1,Eco
33,2294,0,1,1,Business
38,1521,0,1,1,Eco
60,2113,0,1,1,Business
79,2419,0,1,1,Eco
39,1510,1,1,1,Business
21,2351,0,0,1,Eco
14,2958,1,1,0,Eco
20,4185,1,1,1,Business
39,1230,0,1,1,Eco
65,896,0,1,0,Business
58,766,0,1,1,Business
41,1500,1,1,0,Eco
44,1147,0,1,1,Business
15,1968,0,0,1,Eco
40,903,0,0,1,Business
12,1287,0,1,0,Eco
20,1865,0,1,0,Eco
16,2212,1,0,1,Eco
28,1568,1,1,0,Eco
25,2533,0,1,0,Eco
34,98,0,1,1,Business
24,2263,0,1,1,Business
23,1614,0,0,1,Eco
22,2236,0,0,1,Business
33,1819,0,1,0,Eco
50,1088,1,1,1,Eco
56,3878,0,1,1,Business
42,3516,0,1,1,Business
50,532,1,1,0,Eco
67,2532,0,1,0,Eco
28,1272,1,1,0,Eco
40,1692,1,1,1,Business
53,464,0,1,1,Business
36,1617,1,0,1,Eco
31,2491,1,0,1,Eco
60,2566,0,1,0,Eco
37,2340,1,1,1,Eco Plus
26,1946,1,1,1,Eco
59,325,1,1,1,Business
67,2036,0,1,0,Eco
39,1129,0,1,1,Business
57,913,0,1,1,Business
56,2987,0,1,0,Eco
23,3082,1,0,1,Eco Plus
33,1967,1,1,0,Eco
37,324,1,1,1,Business
26,2582,0,1,0,Eco
23,2585,1,1,1,Eco Plus
54,2506,0,1,1,Eco
42,1474,0,1,0,Eco
38,2590,0,0,1,Business
70,92,1,1,0,Eco
24,2836,1,1,1,Business
39,1791,0,0,1,Eco
57,2330,0,1,1,Eco
62,2259,1,1,0,Eco
7,2148,1,1,0,Eco Plus
24,4526,0,1,1,Business
34,2596,0,1,0,Eco
25,1814,0,1,0,Eco
71,1121,1,1,1,Eco
52,1871,0,1,1,Eco
44,592,0,1,1,Business
22,1183,0,1,0,Eco
28,2082,0,0,1,Eco
52,1816,0,1,1,Business
37,2699,1,0,1,Business
36,2582,1,1,1,Business
45,1254,1,0,1,Eco
45,1966,0,1,1,Eco Plus
8,2562,0,1,0,Eco
30,3377,1,1,1,Business
37,2497,0,1,0,Eco
34,1882,0,1,0,Eco
22,1625,1,0,1,Eco
59,2236,1,1,1,Business
36,1504,1,1,0,Eco
42,503,0,1,1,Business
55,2296,0,1,1,Eco
55,2621,1,1,1,Business
9,2643,0,1,0,Eco
54,1491,1,0,1,Business
23,1415,0,1,0,Eco
57,1225,0,1,1,Business
23,2211,0,1,1,Eco
78,1826,0,1,1,Eco
40,2388,1,1,1,Business
24,3215,1,1,1,Business
38,1645,1,1,1,Eco
51,252,0,1,1,Business
23,1872,1,1,1,Business
18,2002,0,1,0,Eco
17,2742,0,0,1,Eco
57,1516,1,1,1,Business
22,2256,0,0,1,Eco
36,1701,1,0,1,Eco
46,3157,1,1,1,Business
25,1522,0,0,1,Business
19,3083,0,0,1,Eco
48,3421,1,1,1,Business
25,2464,0,1,0,Eco
37,1766,1,0,1,Eco
53,264,1,1,1,Eco
54,846,1,1,0,Business
36,2069,1,1,1,Eco
23,1773,1,0,1,Eco
25,1716,1,0,1,Business
25,1653,1,0,1,Business
39,2383,1,0,1,Business
42,2616,0,1,0,Eco
67,398,0,1,1,Business
55,2391,0,1,1,Eco
36,1548,1,0,1,Eco
26,2505,0,0,1,Eco
8,1996,1,0,1,Eco
58,580,1,1,0,Eco
58,2268,1,1,1,Business
35,1438,1,1,1,Eco
31,2505,1,1,0,Eco
56,1057,0,1,1,Business
15,2372,1,1,0,Eco
41,2490,0,1,1,Eco
22,1667,0,1,1,Eco Plus
58,1781,0,1,1,Business
53,2085,0,1,0,Eco
10,2492,1,1,0,Eco
70,2454,0,1,0,Eco
35,3949,0,1,1,Business
47,1695,0,1,0,Eco
48,224,1,1,1,Business
21,1873,1,0,1,Eco
55,1107,1,1,1,Business
33,1662,0,0,1,Eco
26,1170,0,0,1,Eco
59,1981,0,1,1,Eco
65,2326,1,1,0,Eco
27,2348,0,0,1,Eco Plus
57,1618,0,1,1,Business
39,2630,1,0,1,Business
59,538,0,1,1,Business
51,1426,1,1,1,Business
31,3621,0,1,1,Eco
17,2348,1,1,1,Eco
43,1613,1,1,1,Business
26,3444,0,1,1,Business
31,1653,1,1,0,Eco
27,1925,0,1,0,Eco
47,2397,1,1,1,Business
36,2691,1,1,1,Business
31,1334,0,1,0,Eco Plus
20,2166,1,1,1,Eco Plus
41,3325,0,1,1,Business
53,3014,0,1,1,Business
48,3298,1,1,1,Business
32,1695,1,1,1,Business
40,202,1,1,1,Business
57,3953,0,1,1,Business
55,2496,1,1,1,Business
48,2473,0,1,1,Business
32,2063,0,1,1,Eco
30,3974,1,1,1,Business
44,267,1,1,1,Eco Plus
19,1325,1,0,1,Eco
68,1172,0,1,0,Eco
25,1764,0,0,1,Business
31,1958,0,1,1,Business
57,1265,0,1,1,Eco
27,1967,1,1,1,Business
26,1813,0,0,1,Business
50,1793,0,1,0,Eco Plus
50,2597,0,1,1,Eco
8,1580,1,1,0,Eco
77,2389,0,1,1,Business
32,2068,0,1,0,Eco
40,2152,1,1,1,Business
62,333,1,1,0,Eco
23,2431,0,0,1,Eco
51,778,0,1,1,Business
59,325,1,1,0,Eco
70,380,1,1,0,Eco
32,4672,1,1,1,Business
34,1620,1,1,0,Eco
18,3585,1,0,1,Eco
67,688,1,1,0,Eco
39,3284,1,1,1,Business
37,1279,0,0,1,Eco
33,3017,0,1,1,Business
26,1368,1,0,1,Eco
61,3081,0,1,1,Business
24,2076,0,0,1,Business
56,605,0,1,1,Business
19,1734,0,1,1,Eco
40,1902,0,1,1,Business
17,4548,0,1,1,Business
38,1887,0,0,1,Business
27,2091,1,0,1,Eco Plus
55,1767,1,1,1,Business
38,1400,1,1,0,Eco
46,2265,1,0,1,Business
21,1996,1,0,1,Eco Plus
44,1907,1,0,1,Eco
31,1772,0,1,0,Eco
64,2441,0,1,1,Eco Plus
34,1118,0,1,1,Business
49,2316,1,1,0,Eco
44,2617,1,1,1,Business
22,1871,1,0,1,Eco
29,1551,0,0,1,Eco
51,2342,0,1,1,Business
32,2110,0,1,0,Eco Plus
69,2071,0,1,0,Eco
47,1798,0,1,1,Business
37,3712,0,1,0,Eco
59,2685,1,1,1,Business
60,1666,0,1,1,Business
14,2686,1,1,0,Eco
34,1866,1,1,1,Eco
53,605,1,1,1,Business
42,1908,1,1,1,Business
55,3825,1,1,1,Business
23,1837,0,1,1,Eco Plus
29,1852,1,1,0,Eco
60,1899,1,1,1,Business
75,943,0,1,1,Business
19,1721,0,1,0,Eco
34,2005,1,1,0,Eco
51,881,1,1,1,Business
37,2896,0,1,0,Eco
48,752,1,1,0,Eco
59,1104,1,1,0,Eco
56,2958,0,1,1,Business
54,3863,0,1,0,Eco
44,1442,1,1,1,Business
62,1637,0,1,0,Eco
34,2254,0,1,1,Eco Plus
62,89,1,1,0,Eco
47,2027,1,1,1,Business
50,1031,1,1,1,Business
41,707,1,1,1,Business
29,2146,1,1,0,Eco
44,2369,0,1,0,Eco
31,2360,0,1,1,Business
48,1995,0,1,1,Eco
37,2162,1,0,1,Eco
54,320,1,1,1,Eco Plus
25,2490,0,1,0,Eco
21,1371,0,1,0,Eco
53,1171,0,1,0,Eco
26,1615,1,1,1,Business
32,2008,0,1,0,Eco
48,3794,1,1,1,Business
11,2039,0,1,0,Eco
42,929,0,1,1,Business
38,3802,1,1,0,Eco Plus
29,2322,1,1,1,Business
24,1880,1,0,1,Eco
34,2472,0,0,1,Business
48,2040,1,0,1,Business
25,1609,1,0,1,Eco
11,2680,0,1,0,Eco
29,848,0,0,1,Eco
37,4261,0,0,1,Business
43,2586,0,1,0,Eco
8,2473,1,1,0,Eco
34,3985,0,1,1,Business
25,1672,0,0,1,Eco
34,1809,0,1,0,Eco Plus
24,2360,0,0,1,Business
47,2420,1,1,1,Business
56,3784,0,1,1,Business
60,2806,0,1,1,Eco
63,652,1,1,0,Eco
40,641,0,1,1,Business
19,1639,1,1,1,Business
59,868,1,1,1,Business
52,3583,1,1,1,Business
21,2049,0,1,0,Eco
54,1407,0,1,1,Business
24,2207,0,0,1,Eco
40,214,0,1,0,Business
37,1917,1,1,0,Eco
38,1388,0,0,1,Business
60,259,0,1,1,Business
46,911,1,1,0,Eco Plus
21,2503,1,1,0,Business
51,1908,0,1,0,Eco Plus
28,2516,0,1,1,Business
39,1308,1,1,1,Eco
61,963,0,1,1,Eco
55,63,1,1,0,Eco
40,2052,0,1,0,Eco
25,2161,0,0,1,Eco
56,2204,0,1,1,Business
59,1952,0,1,1,Business
36,4125,0,1,0,Eco
32,2339,0,1,0,Eco
54,58,1,1,0,Eco Plus
34,2591,0,1,1,Business
40,893,0,1,1,Business
35,1328,0,1,0,Eco
26,2284,0,0,1,Business
45,86,0,1,1,Business
66,1661,0,1,0,Eco
26,2571,0,1,1,Business
39,3692,1,1,1,Business
40,1226,0,0,1,Business
30,2598,0,1,0,Eco
54,1181,1,1,1,Business
31,1647,1,1,0,Eco
26,2292,1,0,1,Eco
52,2423,1,1,1,Business
25,2113,0,1,0,Eco Plus
48,3850,1,1,1,Business
46,1456,0,1,0,Eco
23,2687,1,0,1,Eco
27,1569,0,0,1,Business
8,1353,1,1,0,Eco
55,1795,1,1,1,Business
33,1899,1,0,1,Eco
38,2716,1,1,1,Business
45,636,1,1,0,Eco
60,909,1,1,0,Eco
48,3829,0,1,1,Business
25,1375,1,1,0,Business
44,1198,1,1,1,Eco
55,229,0,1,1,Business
40,1918,1,1,0,Eco
53,317,1,1,1,Business
27,2743,1,1,0,Eco
33,5159,0,1,1,Business
23,1135,1,0,1,Business
16,2675,1,0,1,Eco
17,2463,0,1,1,Business
30,3752,0,1,1,Business
38,1119,1,1,0,Eco
66,353,1,1,0,Eco
60,459,1,1,1,Business
23,2296,1,1,1,Eco
29,1871,0,0,1,Eco
52,1546,0,1,1,Business
21,1790,1,0,1,Eco
53,2356,1,1,1,Business
65,1032,1,1,0,Eco
38,2441,1,1,0,Eco
10,3201,1,1,0,Eco
42,3761,1,1,1,Business
30,1400,1,1,1,Business
46,1340,0,1,0,Eco
51,2221,0,1,1,Business
26,2573,1,0,1,Eco
55,459,0,1,1,Business
37,2200,1,0,1,Business
23,2122,0,0,1,Eco
57,3109,0,1,0,Eco
68,1348,1,1,0,Eco
56,447,1,1,1,Business
51,1688,0,1,1,Business
30,1983,0,0,1,Business
65,469,1,1,0,Eco Plus
49,664,0,1,1,Business
44,1518,0,1,0,Eco
24,2016,0,1,0,Eco
11,1109,1,1,0,Business
33,340,1,1,1,Business
45,1549,1,1,1,Eco
50,71,1,1,0,Eco
38,2025,1,1,0,Eco
37,1791,0,1,1,Eco Plus
66,650,1,1,1,Eco
34,386,0,1,1,Business
26,3473,1,0,1,Eco
48,2306,0,1,1,Business
15,2568,1,0,1,Eco Plus
38,1678,0,1,1,Business
24,1797,0,0,1,Eco Plus
18,1249,0,1,0,Eco
64,133,1,1,0,Eco
30,5065,0,1,1,Business
25,2163,0,0,1,Eco
48,2022,1,1,1,Business
27,3963,1,1,1,Business
24,1347,0,1,1,Eco
69,1434,1,1,0,Eco
31,3106,0,1,0,Eco
25,2875,0,0,0,Eco
38,1283,0,1,0,Eco
37,1869,1,1,1,Eco
23,4573,1,1,1,Business
44,358,1,1,0,Eco Plus
28,2389,0,1,1,Business
15,3196,1,0,1,Eco Plus
61,331,1,1,1,Eco Plus
39,1794,1,1,1,Business
47,1917,0,1,0,Eco Plus
36,1980,0,1,1,Business
17,1913,1,1,0,Eco
25,3737,1,1,1,Business
55,1997,0,1,0,Eco
36,1889,1,0,1,Business
16,2586,1,0,1,Eco
17,1534,1,1,0,Eco
45,2203,0,1,0,Eco
38,1393,1,1,0,Eco
51,2179,0,1,1,Business
38,206,1,1,1,Business
40,2403,0,1,0,Eco
27,3974,0,0,1,Business
20,1277,1,0,1,Business
51,4032,0,1,1,Business
51,2287,1,1,0,Eco
59,2572,0,1,0,Eco
36,1531,1,1,1,Eco
42,463,0,1,1,Business
67,2319,0,1,0,Eco
7,1127,1,1,0,Eco
34,1032,0,1,1,Business
55,3986,0,0,1,Business
33,1681,0,1,0,Eco
24,3059,1,1,1,Business
50,320,1,1,1,Eco
67,2133,0,1,0,Eco
61,1568,0,1,0,Eco
54,806,1,1,1,Business
43,303,1,1,0,Eco
30,1007,0,1,1,Eco Plus
26,3168,0,1,0,Eco
35,980,0,1,0,Eco
10,4238,0,1,1,Business
66,2059,1,0,1,Eco
62,966,1,1,0,Eco
25,2445,0,0,1,Eco
37,2019,1,1,1,Business
56,1089,1,1,1,Business
27,2223,0,0,1,Eco
51,3393,0,1,1,Business
28,2052,0,1,1,Business
65,999,1,1,0,Eco
27,2460,0,0,1,Business
15,1834,1,1,0,Eco
53,1135,1,1,1,Business
34,583,0,1,1,Business
45,738,1,1,1,Eco
63,508,0,1,1,Business
59,3057,1,1,1,Business
21,3559,1,0,1,Eco Plus
61,740,1,1,1,Business
38,2257,1,1,0,Eco
47,1029,1,1,0,Eco Plus
14,1528,1,1,0,Eco
48,925,0,1,1,Business
20,2359,0,0,1,Eco
50,3865,1,1,1,Business
28,2872,1,1,0,Eco
45,3284,0,1,1,Business
17,2108,0,1,0,Eco
38,1625,1,0,1,Eco
9,1415,0,1,0,Eco
44,2640,1,1,1,Business
29,2227,1,1,1,Eco Plus
44,1852,0,0,1,Business
20,1866,0,1,1,Eco
53,1818,1,1,1,Business
52,2353,0,1,1,Business
30,2154,0,0,1,Eco
7,2837,1,0,1,Eco
68,519,1,1,0,Eco
42,1978,1,1,1,Business
23,2650,0,1,0,Eco
59,3211,1,1,1,Business
11,2099,0,1,0,Eco
56,3422,0,1,1,Business
59,2385,0,1,1,Eco
11,1022,0,1,0,Eco
53,2731,0,1,1,Business
52,1537,1,1,1,Business
28,2627,0,0,1,Eco
41,3553,0,1,1,Business
44,2521,1,1,0,Business
27,1637,0,0,1,Business
43,2697,0,1,0,Eco
21,2087,0,1,0,Eco
12,2487,1,1,0,Eco
27,2732,1,1,0,Business
33,4219,0,1,1,Business
40,95,0,1,1,Business
17,1527,1,1,0,Eco
39,2746,0,1,1,Business
38,1929,1,1,1,Business
39,1800,1,1,1,Eco
46,2614,1,1,1,Business
17,3228,1,1,0,Eco
25,2020,1,0,1,Eco
66,1675,0,1,0,Eco
57,2467,1,1,1,Eco
39,2310,1,1,1,Business
30,4729,1,1,1,Business
24,1497,0,0,1,Eco
26,1673,1,0,1,Business
40,2294,1,1,1,Business
71,3599,0,1,1,Business
29,3742,0,1,0,Eco
15,2627,0,1,0,Eco Plus
68,248,0,1,0,Business
25,1799,0,0,1,Business
42,3277,0,1,1,Business
59,267,0,1,1,Business
67,2972,0,1,0,Eco
30,3631,0,1,1,Eco
19,1311,1,1,0,Eco
16,1793,1,1,0,Eco
7,2766,0,1,0,Business
37,1046,1,1,1,Eco Plus
20,1922,1,0,1,Eco
67,2644,0,1,0,Eco
59,984,1,1,1,Eco
15,1728,0,0,1,Eco Plus
55,1845,1,1,1,Business
22,1967,0,0,1,Eco
33,226,1,1,1,Business
43,334,1,1,1,Business
22,3030,0,1,1,Business
17,3781,1,1,0,Eco
44,810,1,1,0,Eco
23,1725,0,0,1,Eco
29,4762,0,1,1,Business
22,1884,1,0,1,Eco
58,2388,0,1,1,Business
37,1801,0,1,1,Eco
70,2538,0,1,0,Eco
41,1837,1,1,0,Eco Plus
41,1784,1,1,0,Eco
39,1828,1,0,1,Business
30,2486,1,0,1,Eco Plus
28,1162,0,1,0,Eco
47,1534,1,1,1,Business
28,2928,1,1,1,Business
65,1391,0,1,1,Eco
55,373,1,1,1,Business
67,2598,1,1,0,Eco
41,2081,1,1,1,Eco
45,2357,1,1,1,Business
65,1116,0,1,1,Eco
51,1745,0,1,1,Business
19,2432,0,1,1,Business
28,1663,0,1,1,Business
8,1926,1,1,0,Eco Plus
29,3326,1,1,1,Business
32,3970,1,1,1,Business
35,1513,1,1,1,Business
24,2209,1,0,1,Eco
20,1970,1,1,0,Eco
53,482,0,1,1,Business
22,1216,0,0,1,Business
16,3519,0,1,1,Business
20,1885,1,0,1,Business
25,2697,1,1,0,Eco
24,3143,0,1,1,Eco
50,450,1,1,1,Business
34,3100,0,1,1,Business
45,1281,0,1,0,Eco
21,1394,1,1,0,Eco
42,2639,0,1,1,Business
25,2042,0,1,0,Eco
40,986,0,1,1,Business
45,1423,0,1,1,Business
26,1578,1,0,1,Business
51,2431,0,1,0,Eco
51,364,1,1,1,Business
28,1596,1,1,1,Eco Plus
35,1990,0,1,1,Business
34,1730,0,0,1,Eco
43,3528,0,1,1,Business
37,3331,1,1,1,Business
20,1566,0,1,0,Eco
40,2472,1,1,1,Business
49,1771,1,1,1,Business
40,2221,1,0,1,Business
25,1322,0,0,1,Business
58,589,1,1,0,Eco
68,269,1,1,0,Eco
40,1615,1,1,1,Business
50,515,1,1,0,Eco
37,1431,0,0,1,Business
38,3363,1,1,1,Business
8,3001,0,1,0,Eco
55,1824,1,1,0,Eco
29,2141,1,0,1,Business
59,1092,1,1,0,Business
21,1837,0,1,0,Eco
50,3654,0,1,1,Business
21,2239,0,0,1,Business
24,1417,0,1,1,Business
25,1930,1,0,1,Eco
41,366,0,1,1,Business
29,2977,1,1,0,Eco
59,3059,0,1,0,Eco
21,1955,1,0,1,Business
67,1788,0,1,0,Eco Plus
46,1586,0,1,1,Business
17,1315,1,0,1,Eco
56,482,1,1,0,Eco
24,2881,1,1,1,Business
35,1363,0,0,1,Business
50,3068,0,1,1,Eco
49,449,1,1,1,Business
41,3857,1,1,1,Business
44,2063,0,1,1,Eco Plus
67,1685,0,1,0,Eco
43,1655,0,1,1,Eco
19,2059,1,1,1,Business
25,1681,1,0,1,Business
43,3140,0,1,1,Business
22,2538,1,1,0,Eco
46,3256,0,1,1,Business
24,3461,0,1,1,Business
48,390,1,1,0,Eco Plus
28,2660,1,0,1,Eco
48,2477,1,1,1,Business
61,2318,0,1,1,Eco Plus
52,2583,0,1,1,Business
39,4015,1,1,1,Business
26,2578,0,1,1,Eco
7,1907,0,1,0,Eco
31,2448,1,1,0,Eco
30,2064,1,1,0,Eco
59,474,0,1,1,Business
80,286,0,0,1,Business
63,2095,0,1,1,Eco
27,2384,1,0,1,Business
49,3119,0,1,1,Business
50,2521,0,1,1,Eco
27,1297,1,0,1,Eco
47,332,0,1,1,Business
51,344,1,1,1,Business
45,3058,1,1,1,Business
60,318,1,1,0,Eco
56,1885,0,1,1,Business
53,2740,0,1,1,Business
45,910,1,1,1,Eco
56,858,1,1,1,Eco
23,2114,1,0,1,Eco
49,2683,0,0,1,Business
20,2093,0,0,0,Eco
39,1739,0,1,1,Business
47,1763,1,1,1,Business
58,579,0,1,1,Business
59,3980,1,1,1,Business
25,2102,1,0,1,Business
26,1505,1,0,1,Eco
16,1728,0,1,0,Eco
48,1041,0,1,1,Business
17,1289,1,1,0,Eco
32,2558,0,1,0,Eco Plus
24,2036,1,0,1,Business
59,946,1,1,0,Eco
59,465,1,1,0,Eco
22,2135,0,0,1,Eco
29,2187,0,1,0,Eco
34,2612,1,0,1,Eco
70,2035,0,1,0,Eco
41,1405,0,1,0,Eco
44,1986,0,1,1,Business
36,1736,0,1,0,Eco
44,1910,0,0,1,Business
45,2542,0,1,1,Eco
22,1401,0,0,1,Eco
45,3587,0,1,1,Business
10,2020,1,0,1,Eco
25,1930,0,1,1,Eco
47,915,1,1,1,Business
43,2771,1,1,0,Eco
39,2829,1,0,1,Business
45,1434,0,1,1,Eco
39,1921,1,1,1,Business
38,370,0,1,1,Business
47,1235,0,1,1,Eco Plus
36,1397,0,1,1,Eco
21,1766,0,0,1,Eco
51,3233,1,1,1,Business
22,1594,1,0,1,Eco
